mean,std
21.08815182608636,2.5635312885537993
19.12922335427053,5.083814698708465
18.35505743819873,5.797733711168169
15.684119367463557,7.098476396397604
10.897340662699316,7.870086444278204
6.096013054471959,4.937509806487927
3.9658228886160614,4.815529339672136
1.5707182104246016,3.153820644135913
1.4578190008873255,4.602463907078079
2.1837267718821853,6.340327514707901
0.024452804332650287,0.04001082488882773
0.002028280947804735,0.003561242103212043
0.00021920723720669777,0.0006160882650055284
1.6866953285985715,5.724329474613953
6.708235177729449e-05,2.841233677687516e-05
1.716926105692963,5.827228218045807
1.3209923672946269,5.2288570243676595
1.25423034146247,4.9705841307574605
0.8926323347625472,4.37287411220278
1.652476903863223,5.610356132355072
2.150096967501014e-05,6.808870101886641e-07
2.0990406681944408e-05,7.42304026206844e-07
0.8438306426763004,4.137173338508723
0.785926068961119,3.852436784318904
0.8329128795567012,4.080327318868965
1.9678575486601346e-05,5.292790565499063e-08
1.2594300513375085,4.988427752626054
1.7310577206696882,5.8753376100055155
0.42385118112959397,2.966821054578207
0.40432122315428926,2.830111396375554
1.6322625913411897,5.570517712340936
0.44047049426599455,3.0831563322342053
1.7322182457685649,5.879116906078828
0.8350020497082992,4.090584525270816
0.8534549648713731,4.185471717361103
1.6617931055288804,5.640456328787613
0.8345299165785388,4.098509544980459
1.2747824663714884,5.04976438484062
0.810524368322215,3.970990900560254
0.44581799418660956,3.1205888668886863
0.8466743950180038,4.153654697362766
1.958460194729561e-05,1.8189894035458565e-12
1.2832693349927693,5.082705328043858
0.7405253809559932,3.6731886254130575
1.2923251546819892,5.117469169243087
1.305947236043991,5.170423464182066
1.2943697204601827,5.1265786444925405
0.8381743002177754,4.1100228383301065
0.8538595836076763,4.18771164474256
1.2418968443993061,4.9199520617665735
2.1023784778788888,6.313905475707087
